Academic_Score,Score_on_Plays_Made,Missed_Play_Score,Injury_Propensity,School_Type,School_Score,Overall_Score,Region,Scholarship
10.7,0.67,0.22,Normal,A,0.98,9.9,Eastern,Full
9.1,0.795,0,Normal,D,0.83,9.4,Eastern,Full
7.7,0.665,0,Low,C,0.73,9.3,Western,Full
13.5,0.53,0.79,Normal,A,0.77,13,Western,Full
6.1,0.21,0.4,Low,B,0.59,11.9,Eastern,Full
6.7,0.75,0.01,Low,C,0.61,12.8,Eastern,Full
11.5,0.41,0.52,Normal,A,0.88,11,Western,Full
10.5,0.42,0.66,Normal,C,0.75,11.7,Southern,Full
11.9,0.43,0.66,Normal,A,0.85,10.4,Southern,Full
12.6,0.38,0.66,Normal,A,0.68,9.8,Eastern,Full
8.2,0.7,0.23,Low,C,0.7,9.4,Western,Full
8.6,0.45,0.31,Normal,D,0.91,9.9,Eastern,Full
11.9,0.58,0.66,Normal,D,0.56,10,Western,Full
12.5,0.46,0.63,Low,D,0.87,10.2,Western,Full
12.8,0.615,0.66,Normal,A,0.73,10,Southern,Full
10,0.42,0.5,Normal,D,0.93,11.8,Eastern,Full
12.8,0.615,0.66,Normal,A,0.73,10,Southern,Full
10.4,0.575,0.61,Normal,A,0.69,9,Western,Full
10.3,0.34,0.52,Normal,D,0.64,9.4,Western,Full
9.4,0.27,0.53,Low,C,1.13,12,Southern,Full
6.9,0.765,0.02,Low,D,0.78,9.9,Western,Full
7.9,0.24,0.4,Low,C,0.87,8.7,Eastern,Full
9.1,0.28,0.48,Low,C,1.04,10.6,Eastern,Full
7.4,0.55,0.22,Low,C,0.63,9.2,Western,Full
14,0.41,0.63,Normal,A,0.81,10.8,Eastern,Full
11.5,0.54,0.71,Normal,D,0.83,11.8,Southern,Full
11.5,0.45,0.5,Normal,A,1.11,11,Eastern,Full
9.4,0.27,0.53,Low,C,1.13,12,Southern,Full
11.4,0.625,0.66,Moderate,D,0.99,13.3,Eastern,Full
8.3,0.42,0.38,Normal,D,0.7,10.8,Eastern,Full
8.3,0.26,0.42,Low,C,0.8,9.4,Eastern,Full
13.7,0.415,0.68,Normal,A,0.8,10,Eastern,Full
8.3,0.26,0.42,Low,C,0.8,9.4,Eastern,Full
8.3,0.26,0.42,Low,C,0.8,9.4,Eastern,Full
7.7,0.51,0.28,Low,D,0.74,9.2,Western,Full
7.4,0.63,0.07,Low,D,0.76,9.7,Eastern,Full
7.8,0.54,0.26,Low,D,0.74,9.2,Eastern,Full
8.3,0.66,0.15,Low,C,0.54,9.6,Eastern,Full
7.8,0.46,0.26,Low,D,0.74,9.2,Eastern,Full
9.6,0.38,0.31,Normal,D,0.7,10,Southern,Full
13.7,0.415,0.68,Normal,A,0.8,10,Eastern,Full
9.5,0.37,0.52,Low,D,0.51,9.5,Western,Full
8.4,0.665,0.61,Low,C,0.54,9.1,Western,Full
12.7,0.6,0.65,Low,D,0.57,9.9,Western,Full
12,0.37,0.76,Normal,A,0.6,13,Southern,Full
6.6,0.735,0.02,Moderate,D,0.53,9.9,Western,Full
11.5,0.59,0.59,Normal,D,0.65,11,Eastern,Full
11.5,0.59,0.59,Normal,D,0.65,11,Eastern,Full
8.7,0.765,0.22,Low,C,0.55,9.4,Western,Full
6.6,0.735,0.02,Moderate,D,0.53,9.9,Western,Full
7.7,0.26,0.3,Low,C,0.47,10.8,Eastern,Full
12.2,0.48,0.54,Normal,A,0.61,10.5,Eastern,Full
11.4,0.6,0.49,Normal,D,0.63,10.5,Eastern,Full
7.7,0.69,0.05,Normal,C,0.61,9.1,Western,Full
8.7,0.31,0.46,Low,C,0.76,10.1,Eastern,Full
9.8,0.44,0.47,Normal,D,0.65,10.8,Eastern,Full
12,0.39,0.66,Normal,D,0.63,10.8,Southern,Full
10.4,0.34,0.58,Normal,C,0.7,11.3,Eastern,Full
9,0.43,0.34,Normal,D,0.62,9.5,Eastern,Full
9.1,0.45,0.35,Low,D,0.62,9.5,Western,Full
7.1,0.735,0.16,Low,C,0.64,9.3,Western,Full
9.9,0.4,0.53,Moderate,D,0.82,11.7,Southern,Full
8.8,0.52,0.34,Normal,D,0.61,9.5,Western,Full
8.6,0.725,0.24,Moderate,A,1.07,9.3,Western,Full
10.6,0.48,0.64,Low,C,0.66,11.7,Eastern,Full
7,0.58,0.12,Low,C,0.48,10.5,Western,Full
11.9,0.38,0.51,Low,D,0.76,10.4,Eastern,Full
6.8,0.77,0,Low,D,0.68,9.9,Western,Full
9.5,0.56,0.33,Low,C,0.73,11.8,Southern,Full
6.6,0.84,0.03,Low,C,0.56,12.3,Southern,Full
7.7,0.96,0.2,Low,C,0.44,10.9,Western,Full
10.5,0.24,0.47,Low,D,0.9,11,Southern,Full
7.7,0.96,0.2,Low,C,0.44,10.9,Western,Full
6.6,0.84,0.03,Low,C,0.56,12.3,Southern,Full
6.4,0.67,0.08,Low,C,0.49,11.4,Eastern,Full
9.5,0.78,0.22,Low,D,0.56,10.6,Eastern,Full
9.1,0.52,0.33,Low,D,0.6,9.3,Western,Full
12.8,0.84,0.63,Low,D,0.6,10.4,Eastern,Full
10.5,0.24,0.47,Low,D,0.9,11,Southern,Full
7.8,0.55,0.35,Low,C,0.56,9.2,Western,Full
11.9,0.37,0.69,Low,C,0.65,12.8,Eastern,Full
12.3,0.39,0.63,Low,A,0.49,9.5,Western,Full
10.4,0.41,0.55,Normal,D,0.89,9.9,Eastern,Full
12.3,0.39,0.63,Low,A,0.49,9.5,Western,Full
8,0.67,0.3,Low,C,0.56,10.2,Eastern,Full
11.1,0.45,0.73,Normal,D,0.66,11.2,Eastern,Full
10.4,0.41,0.55,Normal,D,0.89,9.9,Eastern,Full
7,0.62,0.18,Low,C,0.6,9.3,Western,Full
11.9,0.4,0.65,Low,D,0.68,11.3,Eastern,Full
15.6,0.685,0.76,Normal,A,0.68,11.2,Southern,Full
10,0.44,0.49,Normal,C,0.63,11.6,Southern,Full
5.3,0.57,0.01,Low,C,0.84,12.5,Southern,Full
9.5,0.735,0.1,Low,D,0.56,10.1,Eastern,Full
12.5,0.38,0.6,Normal,D,0.73,10.5,Western,Full
9.3,0.48,0.29,Low,C,0.72,11.2,Western,Full
8.6,0.53,0.22,Low,C,0.56,10.2,Eastern,Full
11.9,0.39,0.69,Normal,D,0.61,10.8,Eastern,Full
11.9,0.39,0.69,Normal,D,0.61,10.8,Eastern,Full
8.4,0.37,0.53,Low,D,1.06,9.1,Eastern,Full
6.8,0.56,0.03,Low,C,0.63,10,Eastern,Full
10.4,0.33,0.63,Normal,D,0.74,11.2,Southern,Full
7,0.23,0.4,Low,C,0.63,11.1,Western,Full
8.9,0.59,0.39,Low,D,0.58,10.3,Western,Full
9.2,0.63,0.21,Normal,D,0.58,9.6,Western,Full
10.4,0.33,0.63,Normal,D,0.74,11.2,Southern,Full
9.2,0.43,0.52,Low,D,0.61,11.3,Eastern,Full
8.3,0.615,0.22,Normal,D,0.61,9.3,Western,Full
11,0.26,0.68,Normal,C,0.61,11.8,Western,Full
8.1,0.66,0.7,Low,C,0.53,9,Western,Full
11.5,0.315,0.54,Low,D,0.7,9.2,Eastern,Full
10,0.29,0.4,Normal,A,0.91,9.7,Western,Full
10.3,0.5,0.42,Low,D,0.72,11.5,Eastern,Full
8.8,0.46,0.45,Normal,C,0.79,14,Eastern,Full
11.4,0.36,0.69,Low,A,0.62,9.2,Eastern,Full
8.7,0.82,0.02,Low,C,0.58,9.8,Western,Full
13,0.32,0.65,Normal,D,0.61,10.6,Western,Full
9.6,0.54,0.42,Low,C,0.71,11.4,Eastern,Full
12.5,0.37,0.55,Normal,D,0.82,10.4,Eastern,Full
9.9,0.35,0.55,Low,C,0.79,10.6,Western,Full
10.5,0.28,0.51,Low,D,0.89,9.4,Eastern,Full
9.6,0.68,0.24,Low,D,0.6,10.2,Western,Full
9.3,0.27,0.41,Low,D,0.7,9.7,Western,Full
10.4,0.24,0.49,Low,D,1.06,11,Eastern,Full
9.6,0.68,0.24,Low,D,0.6,10.2,Western,Full
9.4,0.685,0.11,Normal,D,0.7,10.1,Eastern,Full
10.6,0.28,0.39,High,A,0.66,9.2,Western,Full
10.6,0.36,0.59,Low,D,1.05,9.4,Western,Full
10.6,0.36,0.6,Low,D,1.06,9.4,Western,Full
10.6,0.44,0.68,Normal,C,0.66,13.4,Eastern,Full
10.2,0.67,0.39,Low,D,0.47,10,Western,Full
10.2,0.67,0.39,Low,D,0.47,10,Western,Full
10.2,0.645,0.36,Low,D,0.42,10,Eastern,Full
11.6,0.32,0.55,Normal,A,0.92,10.8,Southern,Full
9.3,0.39,0.4,Normal,D,0.75,10.2,Eastern,Full
9.3,0.775,0.27,Normal,D,0.67,10.6,Eastern,Full
9.2,0.41,0.5,Normal,C,0.79,13.3,Southern,Full
8.9,0.4,0.51,Normal,C,0.9,13.4,Southern,Full
8.7,0.69,0.31,Normal,A,0.74,11.6,Eastern,Full
6.5,0.39,0.23,Moderate,C,0.55,12.1,Eastern,Full
7.8,0.52,0.25,Low,D,0.65,9,Eastern,Full
7.2,0.34,0.32,Normal,C,0.79,11.1,Western,Full
8.7,0.69,0.31,Normal,A,0.74,11.6,Eastern,Full
7.8,0.52,0.25,Low,D,0.65,9,Eastern,Full
10.4,0.44,0.73,Moderate,D,0.85,12,Southern,Full
10.4,0.44,0.73,Moderate,D,0.85,12,Southern,Full
10.5,0.26,0.47,Low,D,1.04,10.9,Southern,Full
10.5,0.24,0.42,Low,D,1.05,10.8,Southern,Full
10.2,0.49,0.63,Normal,C,0.78,12.5,Southern,Full
10.4,0.24,0.46,Low,D,1.02,10.8,Southern,Full
11.2,0.67,0.55,Low,A,0.71,9.5,Eastern,Full
10,0.59,0.31,Low,D,0.63,10.2,Eastern,Full
13.3,0.29,0.75,Normal,D,0.68,11.4,Southern,Full
12.4,0.42,0.49,Normal,D,0.61,9.5,Western,Full
10,0.59,0.31,Low,D,0.63,10.2,Eastern,Full
10.7,0.4,0.48,Low,D,0.81,9.7,Eastern,Full
10.5,0.51,0.64,Low,C,0.66,11.8,Southern,Full
10.5,0.51,0.64,Low,C,0.66,11.8,Southern,Full
8.5,0.655,0.49,Moderate,A,1.14,9.3,Western,Full
12.5,0.6,0.49,Normal,A,0.74,11.9,Eastern,Full
10.9,0.21,0.49,Normal,C,0.68,11.7,Eastern,Full
7.3,0.365,0.49,Normal,C,0.78,11,Western,Full
9.8,0.25,0.49,Normal,D,0.9,10,Eastern,Full
7.6,0.41,0.49,Low,D,0.64,9.1,Western,Full
8.2,0.39,0.49,Low,D,0.99,9.8,Western,Full
9.3,0.4,0.49,Normal,D,0.55,9.4,Western,Full
9.2,0.43,0.49,Low,D,0.64,9.5,Western,Full
10.4,0.64,0.24,Normal,D,0.67,9.9,Western,Full
7.3,0.365,0.49,Normal,C,0.78,11,Western,Full
7,0.38,0.49,Normal,C,0.77,11.4,Eastern,Full
8.2,0.42,0.49,Normal,D,0.75,8.7,Eastern,Full
9.9,0.63,0.24,Low,C,0.57,9.4,Western,Full
9.1,0.22,0.24,Low,D,0.87,10.3,Eastern,Full
11.9,0.38,0.49,Normal,A,0.61,10.3,Western,Full
11.9,0.38,0.49,Normal,A,0.61,10.3,Western,Full
10.3,0.27,0.24,Low,C,0.66,12.8,Eastern,Full
10,0.48,0.24,Normal,A,0.56,10,Eastern,Full
9.1,0.22,0.24,Low,D,0.87,10.3,Eastern,Full
9.9,0.63,0.24,Low,C,0.57,9.4,Western,Full
8.1,0.825,0.24,Low,C,0.77,10.7,Eastern,Full
12.9,0.35,0.49,Normal,A,0.66,12,Southern,Full
11.2,0.5,0.74,Normal,D,0.62,11.2,Western,Full
9.2,0.59,0.24,Normal,D,0.67,9.6,Western,Full
9.5,0.46,0.49,Moderate,D,0.73,11,Eastern,Full
9.3,0.715,0.24,Low,C,0.59,9.9,Western,Full
11.2,0.66,0.24,Normal,D,0.72,11,Eastern,Full
14.3,0.31,0.74,Low,A,0.79,8.4,Eastern,Full
9.1,0.47,0.49,Normal,D,0.59,9.1,Western,Full
7.5,0.55,0.24,Low,D,0.78,9.5,Eastern,Full
10.6,0.31,0.49,Normal,D,0.86,10.7,Eastern,Full
12.4,0.35,0.49,Normal,D,0.75,10.4,Eastern,Full
9,0.53,0.49,Low,D,0.61,9.4,Eastern,Full
6.8,0.51,0.01,Low,C,0.56,9.5,Eastern,Full
9.4,0.43,0.24,Normal,D,0.73,10,Eastern,Full
9.5,0.46,0.24,Normal,D,0.74,10,Eastern,Full
5,1.04,0.24,Low,C,0.62,11.5,Western,Full
15.5,0.645,0.49,Normal,A,0.74,11.1,Western,Full
15.5,0.645,0.49,Normal,A,0.74,11.1,Western,Full
10.9,0.53,0.49,Normal,A,0.56,11.7,Eastern,Full
15.6,0.645,0.49,Normal,A,0.74,11.1,Western,Full
10.9,0.53,0.49,Normal,A,0.56,11.7,Eastern,Full
13,0.47,0.49,Normal,A,0.68,12.7,Eastern,Full
12.7,0.6,0.49,Normal,D,0.57,11.4,Western,Full
9,0.44,0.49,Low,D,0.58,9.2,Western,Full
9,0.54,0.49,Normal,D,0.61,9.2,Western,Full
7.6,0.29,0.49,Normal,C,0.61,10.1,Eastern,Full
13,0.47,0.49,Normal,A,0.68,12.7,Eastern,Full
12.7,0.6,0.49,Normal,D,0.57,11.4,Western,Full
8.7,0.7,0.24,Normal,D,0.6,9,Eastern,Full
8.7,0.7,0.24,Normal,D,0.6,9,Eastern,Full
9.8,0.5,0.49,Normal,D,0.79,10.7,Eastern,Full
6.2,0.36,0.24,Low,C,0.57,11.7,Eastern,Full
11.5,0.35,0.49,Normal,A,0.91,11,Eastern,Full
6.2,0.36,0.24,Low,C,0.57,11.7,Eastern,Full
10.2,0.24,0.49,Low,D,0.61,10.4,Western,Full
10.6,0.34,0.49,Normal,D,0.7,10,Eastern,Full
12.3,0.27,0.49,Normal,D,0.8,10.2,Eastern,Full
8.8,0.44,0.49,Normal,D,0.6,9.5,Western,Full
8.8,0.47,0.49,Normal,D,0.6,9.8,Western,Full
10.6,0.31,0.49,Low,D,0.51,9.8,Eastern,Full
12.3,0.5,0.49,Low,A,0.44,9.6,Western,Full
12.3,0.5,0.49,Low,A,0.44,9.6,Western,Full
11.7,0.49,0.49,Low,A,0.43,9.2,Western,Full
12,0.28,0.49,Low,D,0.66,9.9,Southern,Full
11.8,0.33,0.49,Normal,A,0.76,10.7,Southern,Full
7.6,0.51,0.24,Low,D,0.66,9.6,Eastern,Full
11.1,0.31,0.49,Normal,D,1.02,10.6,Southern,Full
7.3,0.73,0.24,Low,C,0.59,9.3,Western,Full
10.2,0.29,0.49,Normal,D,0.74,10.5,Southern,Full
9,0.45,0.49,Normal,D,0.57,9.7,Western,Full
6.6,0.39,0.49,Low,B,0.5,11.5,Eastern,Full
9,0.45,0.49,Normal,D,0.57,9.7,Western,Full
9.9,0.49,0.58,Normal,A,0.58,9,Western,Full
7.9,0.72,0.17,Normal,D,0.53,9.5,Western,Full
8.9,0.595,0.41,Moderate,D,0.57,9.3,Western,Full
12.4,0.4,0.51,Low,D,0.6,9.3,Eastern,Full
11.9,0.58,0.58,Low,D,0.63,10,Eastern,Full
8.5,0.585,0.18,Low,C,0.48,9.8,Eastern,Full
12.7,0.59,0.45,Low,A,0.7,9.3,Eastern,Full
13.2,0.46,0.52,Low,A,0.56,9,Eastern,Full
7.7,0.835,0,Normal,D,0.52,9.3,Western,Full
13.2,0.46,0.52,Low,A,0.56,9,Eastern,Full
8.3,0.58,0.13,Normal,D,0.62,9.1,Eastern,Full
8.3,0.6,0.13,Normal,D,0.59,9.2,Eastern,Full
9.4,0.41,0.48,Normal,C,0.79,12.2,Southern,Full
8.8,0.48,0.41,Normal,D,0.53,10.5,Eastern,Full
10.1,0.65,0.37,Normal,A,0.64,10.4,Eastern,Full
6.3,0.36,0.19,Normal,C,0.52,12.7,Eastern,Full
8.8,0.24,0.54,Normal,D,0.54,9.2,Western,Full
13.2,0.38,0.55,Normal,A,0.54,9.4,Western,Full
7.5,0.64,0,Low,C,0.6,10,Eastern,Full
8.2,0.39,0.38,Low,C,0.74,9.8,Western,Full
9.2,0.755,0.18,Low,C,1.36,10.2,Eastern,Full
9.6,0.6,0.5,Low,D,0.57,9.7,Western,Full
9.6,0.6,0.5,Low,D,0.57,9.7,Western,Full
11.5,0.31,0.51,Low,D,0.93,9.8,Eastern,Full
11.4,0.46,0.5,Normal,A,0.7,10.2,Western,Full
11.3,0.37,0.41,Low,D,0.8,9.3,Western,Full
8.3,0.54,0.24,Normal,D,0.61,9.4,Western,Full
8.2,0.56,0.23,Normal,D,0.62,9.4,Western,Full
10,0.58,0.22,Low,C,0.55,9.5,Western,Full
7.9,0.51,0.25,Normal,C,0.96,12.1,Eastern,Full
6.8,0.69,0,Normal,D,0.72,10.2,Western,Full
6.8,0.69,0,Normal,D,0.72,10.2,Western,Full
8.8,0.6,0.29,Low,D,0.49,9.1,Western,Full
8.8,0.6,0.29,Low,D,0.49,9.1,Western,Full
8.7,0.54,0.26,Normal,D,0.6,9.3,Eastern,Full
7.6,0.685,0.23,Low,C,0.61,9.3,Western,Full
8.7,0.54,0.26,Normal,D,0.6,9.3,Eastern,Full
10.4,0.28,0.54,Normal,D,0.63,9.5,Western,Full
7.6,0.41,0.14,Normal,C,0.57,10.5,Eastern,Full
7.9,0.35,0.21,Low,C,0.58,9.5,Western,Full
8.7,0.84,0,Low,C,0.55,9.7,Western,Full
9.6,0.88,0.28,Low,D,0.53,9.4,Western,Full
9.5,0.885,0.27,Low,D,0.53,9.4,Western,Full
7.7,0.915,0.12,Low,C,0.65,10.2,Southern,Full
8.9,0.29,0.35,Low,C,1.36,10.3,Eastern,Full
9.9,0.54,0.45,Low,D,0.62,9.4,Western,Full
9.5,0.59,0.44,Low,D,0.63,9.5,Western,Full
9.9,0.54,0.45,Low,D,0.62,9.4,Western,Full
9.5,0.59,0.44,Low,D,0.63,9.5,Western,Full
9.9,0.54,0.45,Low,D,0.62,9.4,Western,Full
7.8,0.64,0.1,Moderate,D,0.69,10.1,Southern,Full
7.3,0.67,0.05,Normal,C,0.63,10.1,Western,Full
8.7,0.48,0.3,Normal,C,0.67,11.2,Southern,Full
6.7,0.42,0.27,Moderate,C,0.57,11.3,Eastern,Full
10.7,0.43,0.39,Low,D,0.5,9.6,Western,Full
9.8,0.88,0.25,Normal,A,0.67,11.2,Western,Full
15.9,0.36,0.65,Moderate,D,0.84,14.9,Western,Full
9.4,0.33,0.59,Normal,D,0.54,12,Eastern,Full
8.6,0.47,0.47,Low,D,0.46,9.5,Western,Full
9.7,0.55,0.17,Normal,A,0.61,9.4,Western,Full
10.7,0.43,0.39,Low,D,0.5,9.6,Western,Full
12,0.5,0.59,Low,D,0.68,10.5,Southern,Full
7.2,0.52,0.07,Low,C,0.81,9.6,Eastern,Full
7.2,0.52,0.07,Low,C,0.81,9.6,Eastern,Full
7.5,0.42,0.31,Low,D,0.64,9,Western,Full
7.2,0.57,0.06,Low,C,0.7,9.6,Eastern,Full
10.1,0.28,0.46,Low,C,0.79,10.2,Eastern,Full
12.1,0.4,0.52,Low,A,0.66,10.2,Western,Full
9.4,0.59,0.14,Low,D,0.56,9.7,Western,Full
8.3,0.49,0.36,Low,D,0.6,9.5,Eastern,Full
11.3,0.34,0.45,Low,D,0.66,9.2,Eastern,Full
10,0.73,0.43,Low,C,0.57,11,Western,Full
11.3,0.34,0.45,Low,D,0.66,9.2,Eastern,Full
6.9,0.4,0.24,Normal,C,0.58,10,Western,Full
8.2,0.73,0.21,Low,C,0.52,9.5,Western,Full
9.8,1.24,0.34,Low,D,0.53,9.5,Western,Full
8.2,0.73,0.21,Low,C,0.52,9.5,Western,Full
10.8,0.4,0.41,Low,D,0.67,9.3,Eastern,Full
9.3,0.41,0.39,Low,D,0.65,10.2,Western,Full
10.8,0.4,0.41,Low,D,0.67,9.3,Eastern,Full
8.6,0.8,0.11,Low,D,0.48,9.9,Western,Full
8.3,0.78,0.1,Normal,D,0.53,10,Western,Full
10.8,0.26,0.45,Normal,C,0.54,9.6,Western,Full
13.3,0.43,0.58,Low,A,0.49,9,Western,Full
8,0.45,0.23,Low,C,0.49,10.2,Eastern,Full
8.5,0.46,0.31,Low,D,0.54,9.8,Western,Full
8.1,0.78,0.23,Normal,C,0.56,11.3,Western,Full
9.8,0.98,0.32,Low,D,0.48,9.4,Western,Full
8.1,0.78,0.23,Normal,C,0.56,11.3,Western,Full
7.1,0.65,0.18,Low,C,0.6,9.1,Western,Full
9.1,0.64,0.23,Normal,D,0.59,9.7,Western,Full
7.7,0.66,0.04,Low,C,0.47,9.4,Western,Full
8.1,0.38,0.48,Low,D,1.05,9.4,Western,Full
9.2,0.92,0.24,Normal,D,0.54,9.8,Western,Full
8.6,0.49,0.51,Low,D,1.17,9,Western,Full
9,0.48,0.32,Normal,D,0.62,9.4,Western,Full
9,0.47,0.31,Normal,D,0.61,9.4,Western,Full
5.1,0.47,0.02,Low,B,0.62,12.8,Eastern,Full
7,0.65,0.02,Low,C,0.67,9.5,Eastern,Full
7,0.65,0.02,Low,C,0.67,9.5,Eastern,Full
9.4,0.615,0.28,Normal,A,0.53,9.7,Western,Full
11.8,0.38,0.55,Low,D,0.62,10.8,Eastern,Full
10.6,1.02,0.43,Normal,D,0.57,10.1,Eastern,Full
7,0.65,0.02,Low,C,0.67,9.5,Eastern,Full
7,0.64,0.02,Low,C,0.67,9.4,Eastern,Full
8.4,1.035,0.15,Moderate,D,0.49,9.9,Western,Full
7,0.78,0.08,Low,C,0.47,10,Western,Full
7.4,0.49,0.19,Normal,C,0.51,10.5,Western,Full
7.8,0.545,0.12,Normal,C,0.61,11.6,Eastern,Full
9.7,0.31,0.47,Low,D,0.66,10,Eastern,Full
10.6,1.025,0.43,Normal,D,0.57,10.1,Western,Full
8.9,0.565,0.34,Normal,D,0.61,9.5,Western,Full
8.7,0.69,0,Normal,D,0.45,9.4,Western,Full
8,0.43,0.36,Low,D,0.46,9.4,Western,Full
9.9,0.74,0.28,Normal,D,0.51,9.8,Western,Full
7.2,0.49,0.18,Normal,C,0.48,9.2,Eastern,Full
8,0.43,0.36,Low,D,0.46,9.4,Western,Full
7.6,0.46,0.11,Normal,C,0.57,10,Western,Full
8.4,0.56,0.04,Low,D,0.44,9.6,Western,Full
7.1,0.66,0,Normal,D,0.54,9.5,Western,Full
8.4,0.56,0.04,Low,D,0.44,9.6,Western,Full
8.9,0.48,0.24,Normal,D,0.53,9.2,Western,Full
7.6,0.42,0.08,Normal,C,0.59,10,Western,Full
7.1,0.31,0.3,Low,C,1.62,9.5,Western,Full
9,0.66,0.17,Normal,D,0.55,10.4,Western,Full
8.1,0.72,0.09,Normal,D,0.72,11.1,Eastern,Full
6.4,0.57,0.02,Low,C,0.68,9.5,Western,Full
6.4,0.57,0.02,Low,C,0.68,9.5,Western,Full
6.4,0.865,0.03,Normal,C,0.49,12.7,Eastern,Full
9.5,0.55,0.66,Low,D,0.67,9.6,Western,Full
8.9,0.875,0.13,Normal,D,0.52,11.5,Western,Full
7.3,0.835,0.03,Low,C,0.47,9.6,Western,Full
7,0.45,0.34,Normal,D,0.6,9.5,Western,Full
7.7,0.56,0.2,Low,D,0.62,9.3,Western,Full
7.7,0.965,0.1,Low,C,0.5,9.5,Western,Full
7.7,0.965,0.1,Low,C,0.5,9.5,Western,Full
8.2,0.59,0,Normal,A,0.65,9.3,Eastern,Full
9,0.46,0.23,Normal,D,0.56,9.2,Western,Full
9,0.69,0,Low,D,0.6,9.3,Western,Full
8.3,0.76,0.29,Normal,C,0.68,11.5,Eastern,Full
9.2,0.53,0.24,Normal,D,0.57,9.5,Western,Full
6.5,0.615,0,Low,C,0.65,9.2,Western,Full
11.6,0.41,0.58,Normal,A,0.53,10,Western,Full
11.1,0.39,0.54,Normal,A,0.51,9.5,Western,Full
7.3,0.51,0.18,Low,D,0.73,9.5,Eastern,Full
8.2,0.34,0.38,Normal,D,0.47,9,Eastern,Full
8.6,0.33,0.4,Normal,D,0.48,9.4,Western,Full
7.2,0.5,0.18,Low,D,0.72,9.6,Eastern,Full
7.3,0.51,0.18,Low,D,0.73,9.5,Eastern,Full
8.3,0.65,0.1,Normal,D,0.55,9.5,Western,Full
8.3,0.65,0.1,Normal,D,0.55,9.5,Western,Full
7.6,0.54,0.13,Normal,D,0.61,9.4,Western,Full
8.3,0.65,0.1,Normal,D,0.55,9.5,Western,Full
7.8,0.48,0.68,Low,C,1.06,9.1,Eastern,Full
7.8,0.91,0.07,Low,C,0.43,10.7,Eastern,Full
6.3,0.98,0.01,Low,C,0.46,11.2,Eastern,Full
8.1,0.87,0,Low,C,0.5,9.8,Western,Full
8.1,0.87,0,Low,C,0.5,9.8,Western,Full
8.8,0.42,0.21,Normal,D,0.52,9.2,Western,Full
9,0.58,0.25,Normal,D,0.57,9.7,Western,Full
9.3,0.655,0.26,Low,C,0.42,9.6,Western,Full
8.8,0.7,0,Low,C,0.53,10,Eastern,Full
9.3,0.655,0.26,Low,C,0.42,9.6,Western,Full
9.1,0.68,0.11,Normal,D,0.55,9.5,Eastern,Full
9.2,0.67,0.1,Normal,D,0.54,9.5,Eastern,Full
8.8,0.59,0.18,Normal,C,0.54,9.4,Western,Full
7.5,0.6,0.32,Normal,D,0.62,9.5,Western,Full
7.1,0.59,0.02,Low,C,0.53,9.7,Eastern,Full
7.9,0.72,0.01,Low,C,0.54,9.6,Western,Full
7.1,0.59,0.02,Low,C,0.53,9.7,Eastern,Full
9.4,0.685,0.26,Low,D,0.55,9.4,Western,Full
9.5,0.57,0.27,Low,D,0.55,9.4,Western,Full
7.9,0.4,0.29,Low,C,0.92,9.5,Eastern,Full
7.9,0.4,0.3,Low,C,0.91,9.5,Eastern,Full
7.2,1,0,Normal,C,0.46,10,Western,Full
6.9,0.765,0.18,Low,C,0.6,10.3,Eastern,Full
6.9,0.635,0.17,Low,C,0.59,10.3,Eastern,Full
8.3,0.43,0.3,Normal,D,0.61,10.5,Western,Full
7.1,0.52,0.03,Normal,C,0.6,9.8,Western,Full
7,0.57,0,Low,C,0.6,9.4,Eastern,Full
6.5,0.46,0.14,Low,C,0.65,9.8,Western,Full
9,0.82,0.05,Low,D,0.53,10,Western,Full
6.5,0.46,0.14,Low,C,0.65,9.8,Western,Full
7.1,0.59,0.01,Normal,C,0.59,9.8,Western,Full
9.9,0.35,0.41,Low,D,0.5,9.5,Western,Full
9.9,0.35,0.41,Low,D,0.5,9.5,Western,Full
10,0.56,0.24,Low,D,0.56,10.1,Eastern,Full
10,0.56,0.24,Low,D,0.56,10.1,Eastern,Full
8.6,0.63,0.17,Normal,D,0.52,9.3,Western,Full
7.4,0.37,0.43,Normal,C,0.68,9.7,Eastern,Full
8.8,0.64,0.17,Normal,D,0.54,9.6,Western,Full
7.1,0.61,0.02,Normal,C,0.6,9.7,Eastern,Full
7.7,0.6,0,Normal,C,0.56,10.8,Western,Full
10.1,0.27,0.54,Low,C,0.53,12.5,Eastern,Full
10.8,0.89,0.3,Normal,D,1.18,10.2,Western,Full
8.7,0.46,0.31,Normal,C,0.74,9.6,Western,Full
9.3,0.37,0.44,Low,C,0.81,10.8,Southern,Full
9.4,0.5,0.34,Normal,D,0.52,10.7,Eastern,Full
9.4,0.5,0.34,Normal,D,0.52,10.7,Eastern,Full
7.2,0.61,0.08,Normal,C,0.51,9.4,Western,Full
8.6,0.55,0.09,Normal,C,0.44,10,Western,Full
5.1,0.585,0,Low,C,0.94,12.9,Southern,Full
7.7,0.56,0.08,Normal,C,0.66,9.6,Eastern,Full
8.4,0.52,0.22,Normal,C,0.57,9.9,Eastern,Full
8.2,0.28,0.4,Low,C,0.7,12.8,Southern,Full
8.4,0.25,0.39,Low,C,0.71,12.5,Southern,Full
